post_id,title,slug,post_url,category,date,source_url,source_tar_path,source_size_mb,article_image,article_width,article_height,article_size_mb,thumb_image,thumb_width,thumb_height,thumb_size_mb
6806,Spust u jamu,6806,novosti/6806.html,Speleoškola,28.04.2026.,https://sovelebit.wordpress.com/wp-content/uploads/2026/04/grupno-crtanje_klara-krsticevic.jpg?w=810,2026/04/grupno-crtanje_klara-krsticevic.jpg,0.804,assets/legacy-wordpress-featured/2026/04/6806-6806.webp,1200,1600,0.18,assets/legacy-wordpress-thumbs/2026/04/6806-6806.webp,480,640,0.038
6783,Prvo špiljarenje,6783,novosti/6783.html,Speleoškola,06.04.2026.,https://sovelebit.wordpress.com/wp-content/uploads/2026/04/blatni-skolarci_gorana-peric.jpg?w=1080,2026/04/blatni-skolarci_gorana-peric.jpg,0.651,assets/legacy-wordpress-featured/2026/04/6783-6783.webp,1600,901,0.385,assets/legacy-wordpress-thumbs/2026/04/6783-6783.webp,640,360,0.061
6702,Novi Velebiten!,novi-velebiten-4,novosti/novi-velebiten-4.html,Novosti,15.12.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/12/sadrzaj.jpg?w=1080,2025/12/sadrzaj.jpg,3.788,assets/legacy-wordpress-featured/2025/12/6702-novi-velebiten-4.webp,1600,1131,0.149,assets/legacy-wordpress-thumbs/2025/12/6702-novi-velebiten-4.webp,640,452,0.03
6639,Mamet Inspirirajući,mamet-inspirirajuci,novosti/mamet-inspirirajuci.html,Novosti,29.10.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/10/mamet_2025_1.jpg?w=810,2025/10/mamet_2025_1.jpg,1.794,assets/legacy-wordpress-featured/2025/10/6639-mamet-inspirirajuci.webp,1200,1600,0.583,assets/legacy-wordpress-thumbs/2025/10/6639-mamet-inspirirajuci.webp,480,640,0.085
6543,Najbolji dan u životu,najbolji-dan-u-zivotu,novosti/najbolji-dan-u-zivotu.html,Istraživanja,04.09.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2021/04/001-munizaba_foto_d_baksic_-ulaz.jpg?w=748,2021/04/001-munizaba_foto_d_baksic_-ulaz.jpg,0.132,assets/legacy-wordpress-featured/2021/04/6543-najbolji-dan-u-zivotu.webp,1024,768,0.051,assets/legacy-wordpress-thumbs/2021/04/6543-najbolji-dan-u-zivotu.webp,640,480,0.018
6504,Bez soma nema doma,bez-soma-nema-doma,novosti/bez-soma-nema-doma.html,Istraživanja,16.07.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/07/gotov-film.jpg?w=1080,2025/07/gotov-film.jpg,0.57,assets/legacy-wordpress-featured/2025/07/6504-bez-soma-nema-doma.webp,1600,1060,0.168,assets/legacy-wordpress-thumbs/2025/07/6504-bez-soma-nema-doma.webp,640,424,0.024
6470,Suze radosnice u Munižabi,suze-radosnice-u-munizabi,novosti/suze-radosnice-u-munizabi.html,Istraživanja,03.06.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/06/00-nesudeni-pit-stop-autor-ivona.jpeg?w=748,2025/06/00-nesudeni-pit-stop-autor-ivona.jpeg,0.178,assets/legacy-wordpress-featured/2025/06/6470-suze-radosnice-u-munizabi.webp,1600,901,0.151,assets/legacy-wordpress-thumbs/2025/06/6470-suze-radosnice-u-munizabi.webp,640,360,0.03
6433,Suze u Munižabi,suze-u-munizabi,novosti/suze-u-munizabi.html,Istraživanja,16.05.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/05/1000080601.jpg?w=748,2025/05/1000080601.jpg,0.154,assets/legacy-wordpress-featured/2025/05/6433-suze-u-munizabi.webp,1600,1204,0.114,assets/legacy-wordpress-thumbs/2025/05/6433-suze-u-munizabi.webp,640,481,0.022
6417,Uskršnje lidarke,uskrsnje-lidarke,novosti/uskrsnje-lidarke.html,Istraživanja,05.05.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/05/lidarke-1.jpg?w=488,2025/05/lidarke-1.jpg,0.165,assets/legacy-wordpress-featured/2025/05/6417-uskrsnje-lidarke.webp,488,867,0.184,assets/legacy-wordpress-thumbs/2025/05/6417-uskrsnje-lidarke.webp,360,640,0.081
6412,Istraživanja na Gubačkom vrhu,6412,novosti/6412.html,Istraživanja,30.04.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/04/gubacki-vrh-2025.jpg?w=1080,2025/04/gubacki-vrh-2025.jpg,1.409,assets/legacy-wordpress-featured/2025/04/6412-6412.webp,1600,1200,0.543,assets/legacy-wordpress-thumbs/2025/04/6412-6412.webp,640,480,0.094
6366,Camino de Studena,camino-de-studena,novosti/camino-de-studena.html,Novosti,08.04.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/04/studena-2_dragana.jpg?w=499,2025/04/studena-2_dragana.jpg,1.476,assets/legacy-wordpress-featured/2025/04/6366-camino-de-studena.webp,738,1600,0.16,assets/legacy-wordpress-thumbs/2025/04/6366-camino-de-studena.webp,295,640,0.022
6329,Norenje u Ponorcu,norenje-u-ponorcu,novosti/norenje-u-ponorcu.html,Novosti,07.04.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/04/cug-koji-nikad-ne-kasni-mikic-t.jpg?w=1080,2025/04/cug-koji-nikad-ne-kasni-mikic-t.jpg,0.922,assets/legacy-wordpress-featured/2025/04/6329-norenje-u-ponorcu.webp,1600,1066,0.064,assets/legacy-wordpress-thumbs/2025/04/6329-norenje-u-ponorcu.webp,640,426,0.018
6303,"(Op!) Žica, žica, žica... & 55. školica",op-zica-zica-zica-55-skolica,novosti/op-zica-zica-zica-55-skolica.html,Speleoškola,24.03.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/03/zica_55_3_ana-marija.jpg?w=1080,2025/03/zica_55_3_ana-marija.jpg,1.416,assets/legacy-wordpress-featured/2025/03/6303-op-zica-zica-zica-55-skolica.webp,1600,720,0.222,assets/legacy-wordpress-thumbs/2025/03/6303-op-zica-zica-zica-55-skolica.webp,640,288,0.037
6277,Počelo je! (55. školica SOV),pocelo-je,novosti/pocelo-je.html,Speleoškola,20.03.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/03/tounj-2_petra.jpg?w=1080,2025/03/tounj-2_petra.jpg,6.491,assets/legacy-wordpress-featured/2025/03/6277-pocelo-je.webp,1600,1204,0.733,assets/legacy-wordpress-thumbs/2025/03/6277-pocelo-je.webp,640,481,0.098
6260,Kombi u snijegu,kombi-u-snijegu,novosti/kombi-u-snijegu.html,Istraživanja,13.03.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/03/dragana-vjezba-busenje-mislav-sajko.jpeg?w=810,2025/03/dragana-vjezba-busenje-mislav-sajko.jpeg,0.425,assets/legacy-wordpress-featured/2025/03/6260-kombi-u-snijegu.webp,1200,1600,0.427,assets/legacy-wordpress-thumbs/2025/03/6260-kombi-u-snijegu.webp,480,640,0.084
6234,Bocnuli smo Bocinu!,bocnuli-smo-bocinu,novosti/bocnuli-smo-bocinu.html,Istraživanja,26.02.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/02/bocina-jama-21.-22.02-1.jpeg?w=1080,2025/02/bocina-jama-21.-22.02-1.jpeg,0.207,assets/legacy-wordpress-featured/2025/02/6234-bocnuli-smo-bocinu.webp,1600,900,0.065,assets/legacy-wordpress-thumbs/2025/02/6234-bocnuli-smo-bocinu.webp,640,360,0.018
6216,Kalnička škljizancija,kalnicka-skljizancija,novosti/kalnicka-skljizancija.html,Istraživanja,27.01.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/01/ekipa.jpg?w=1080,2025/01/ekipa.jpg,0.13,assets/legacy-wordpress-featured/2025/01/6216-kalnicka-skljizancija.webp,1122,495,0.067,assets/legacy-wordpress-thumbs/2025/01/6216-kalnicka-skljizancija.webp,640,282,0.024
6208,Velebiten br. 58,velebiten-br-58,novosti/velebiten-br-58.html,Novosti,22.01.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/01/velebiten-58_naslovna.jpg?w=748,2025/01/velebiten-58_naslovna.jpg,2.509,assets/legacy-wordpress-featured/2025/01/6208-velebiten-br-58.webp,1130,1600,0.112,assets/legacy-wordpress-thumbs/2025/01/6208-velebiten-br-58.webp,452,640,0.027
6138,Put ka Novoj 2025.,6138,novosti/6138.html,Novosti,08.01.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/01/slika-1.-ratkovo-skloniste-nova-2025.-godina.jpg?w=489,2025/01/slika-1.-ratkovo-skloniste-nova-2025.-godina.jpg,0.964,assets/legacy-wordpress-featured/2025/01/6138-6138.webp,725,1600,0.299,assets/legacy-wordpress-thumbs/2025/01/6138-6138.webp,290,640,0.045
6107,55. speleološka škola - prijave,55-speleoloska-skola-prijave,novosti/55-speleoloska-skola-prijave.html,Novosti,02.01.2025.,https://sovelebit.wordpress.com/wp-content/uploads/2025/01/fb-cover-55.-zg-speleo-skola-sov.png?w=851,2025/01/fb-cover-55.-zg-speleo-skola-sov.png,0.319,assets/legacy-wordpress-featured/2025/01/6107-55-speleoloska-skola-prijave.webp,851,315,0.042,assets/legacy-wordpress-thumbs/2025/01/6107-55-speleoloska-skola-prijave.webp,640,236,0.021
6073,Prvi BuBu (Buk Buvljak) & Božićna radionica,prvi-bubu-bukbuvljak-bozicna-radionica,novosti/prvi-bubu-bukbuvljak-bozicna-radionica.html,Novosti,12.12.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/12/logo-sivoplava-pozadina-right-side-book.jpg?w=1011,2024/12/logo-sivoplava-pozadina-right-side-book.jpg,0.027,assets/legacy-wordpress-featured/2024/12/6073-prvi-bubu-bukbuvljak-bozicna-radionica.webp,1011,636,0.009,assets/legacy-wordpress-thumbs/2024/12/6073-prvi-bubu-bukbuvljak-bozicna-radionica.webp,640,402,0.005
6068,"Munižaba ""prešla"" 10 kilometara",munizaba-presla-10-kilometara,novosti/munizaba-presla-10-kilometara.html,Istraživanja,29.11.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2021/04/munizaba-nova-istrazivanja.jpg?w=1080,2021/04/munizaba-nova-istrazivanja.jpg,0.203,assets/legacy-wordpress-featured/2021/04/6068-munizaba-presla-10-kilometara.webp,1600,1115,0.103,assets/legacy-wordpress-thumbs/2021/04/6068-munizaba-presla-10-kilometara.webp,640,446,0.026
6005,Akcijske predakcije,akcijske-predakcije,novosti/akcijske-predakcije.html,Istraživanja,06.07.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/07/img_20240615_185331.jpg?w=810,2024/07/img_20240615_185331.jpg,3.748,assets/legacy-wordpress-featured/2024/07/6005-akcijske-predakcije.webp,1200,1600,0.25,assets/legacy-wordpress-thumbs/2024/07/6005-akcijske-predakcije.webp,480,640,0.035
5974,"Školarci, janjetina i Ličko",skolarci-janjetina-i-licko,novosti/skolarci-janjetina-i-licko.html,Novosti,20.05.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/05/janjetina-1.jpg?w=640,2024/05/janjetina-1.jpg,0.174,assets/legacy-wordpress-featured/2024/05/5974-skolarci-janjetina-i-licko.webp,640,480,0.05,assets/legacy-wordpress-thumbs/2024/05/5974-skolarci-janjetina-i-licko.webp,640,480,0.038
5956,Moje ime,moje-ime,novosti/moje-ime.html,Novosti,14.05.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/05/p4200179-1.jpg?w=1080,2024/05/p4200179-1.jpg,5.249,assets/legacy-wordpress-featured/2024/05/5956-moje-ime.webp,1600,1200,0.462,assets/legacy-wordpress-thumbs/2024/05/5956-moje-ime.webp,640,480,0.068
5939,Prečnica i crtanje na Mijatovoj jami,precnica-i-crtanje-na-mijatovoj-jami,novosti/precnica-i-crtanje-na-mijatovoj-jami.html,Speleoškola,23.04.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/04/mijatova-1.jpg?w=810,2024/04/mijatova-1.jpg,0.42,assets/legacy-wordpress-featured/2024/04/5939-precnica-i-crtanje-na-mijatovoj-jami.webp,1058,1410,0.157,assets/legacy-wordpress-thumbs/2024/04/5939-precnica-i-crtanje-na-mijatovoj-jami.webp,480,640,0.054
5876,"Ljute papučice, Maslački i Durex na Matešićki.",ljute-papucice-maslacki-i-durex-na-matesicki,novosti/ljute-papucice-maslacki-i-durex-na-matesicki.html,Novosti,19.04.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/04/mat1.jpg?w=1080,2024/04/mat1.jpg,0.863,assets/legacy-wordpress-featured/2024/04/5876-ljute-papucice-maslacki-i-durex-na-matesicki.webp,1600,1200,0.661,assets/legacy-wordpress-thumbs/2024/04/5876-ljute-papucice-maslacki-i-durex-na-matesicki.webp,640,480,0.098
5854,Osvrt na prvi izlet 54. škole,osvrt-na-prvi-izlet-54-skole,novosti/osvrt-na-prvi-izlet-54-skole.html,Novosti,28.03.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/03/54_skola_web.jpg?w=1080,2024/03/54_skola_web.jpg,8.595,assets/legacy-wordpress-featured/2024/03/5854-osvrt-na-prvi-izlet-54-skole.webp,1600,1036,0.384,assets/legacy-wordpress-thumbs/2024/03/5854-osvrt-na-prvi-izlet-54-skole.webp,640,414,0.056
5817,HŽ supstitucija (prvi izlet 54. škole),hz-supstitucija-prvi-izlet-54-skole,novosti/hz-supstitucija-prvi-izlet-54-skole.html,Speleoškola,20.03.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/03/program-54.jpg?w=1080,2024/03/program-54.jpg,1.05,assets/legacy-wordpress-featured/2024/03/5817-hz-supstitucija-prvi-izlet-54-skole.webp,1600,1123,0.138,assets/legacy-wordpress-thumbs/2024/03/5817-hz-supstitucija-prvi-izlet-54-skole.webp,640,449,0.03
5745,33 godine i 57 brojeva Velebitena kasnije...,33-godine-i-57-brojeva-velebitena-kasnije,novosti/33-godine-i-57-brojeva-velebitena-kasnije.html,Novosti,11.01.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/01/promo-1.jpg?w=1080,2024/01/promo-1.jpg,0.189,assets/legacy-wordpress-featured/2024/01/5745-33-godine-i-57-brojeva-velebitena-kasnije.webp,1600,739,0.097,assets/legacy-wordpress-thumbs/2024/01/5745-33-godine-i-57-brojeva-velebitena-kasnije.webp,640,295,0.026
5740,Promocija novog Velebitena,promocija-novog-velebitena-2,novosti/promocija-novog-velebitena-2.html,Novosti,03.01.2024.,https://sovelebit.wordpress.com/wp-content/uploads/2024/01/promocija_velebiten-57.jpg?w=1080,2024/01/promocija_velebiten-57.jpg,0.862,assets/legacy-wordpress-featured/2024/01/5740-promocija-novog-velebitena-2.webp,1600,1066,0.184,assets/legacy-wordpress-thumbs/2024/01/5740-promocija-novog-velebitena-2.webp,640,426,0.041
5729,Velebiten br. 57!,velebiten-br-57,novosti/velebiten-br-57.html,Novosti,12.12.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/12/velebiten-57-najava.jpg?w=1080,2023/12/velebiten-57-najava.jpg,4.492,assets/legacy-wordpress-featured/2023/12/5729-velebiten-br-57.webp,1600,1131,0.235,assets/legacy-wordpress-thumbs/2023/12/5729-velebiten-br-57.webp,640,452,0.038
5676,"Čisto podzemlje – Maklenska jama, 18.-19.11.2023.",cisto-podzemlje-maklenska-jama-18-19-11-2023,novosti/cisto-podzemlje-maklenska-jama-18-19-11-2023.html,Novosti,05.12.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/12/maklenska-004.jpg?w=1080,2023/12/maklenska-004.jpg,4.021,assets/legacy-wordpress-featured/2023/12/5676-cisto-podzemlje-maklenska-jama-18-19-11-2023.webp,1600,1200,0.425,assets/legacy-wordpress-thumbs/2023/12/5676-cisto-podzemlje-maklenska-jama-18-19-11-2023.webp,640,480,0.05
5661,Pakleni tajfun,pakleni-tajfun,novosti/pakleni-tajfun.html,Istraživanja,14.11.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/11/ml-1.jpg?w=808,2023/11/ml-1.jpg,1.137,assets/legacy-wordpress-featured/2023/11/5661-pakleni-tajfun.webp,1197,1600,0.129,assets/legacy-wordpress-thumbs/2023/11/5661-pakleni-tajfun.webp,478,640,0.018
5635,"Speleološka ekspedicija ""Sjeverni Velebit 2023.""",speleoloska-ekspedicija-sjeverni-velebit-2023,novosti/speleoloska-ekspedicija-sjeverni-velebit-2023.html,Istraživanja,12.09.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/09/sjv-23-jurica-jagetic.jpg?w=1080,2023/09/sjv-23-jurica-jagetic.jpg,1.415,assets/legacy-wordpress-featured/2023/09/5635-speleoloska-ekspedicija-sjeverni-velebit-2023.webp,1600,1200,0.567,assets/legacy-wordpress-thumbs/2023/09/5635-speleoloska-ekspedicija-sjeverni-velebit-2023.webp,640,480,0.087
5608,The way you make me feel,the-way-you-make-me-feel,novosti/the-way-you-make-me-feel.html,Speleoškola,09.05.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/05/jankonka-2-nikola.jpg?w=1080,2023/05/jankonka-2-nikola.jpg,4.346,assets/legacy-wordpress-featured/2023/05/5608-the-way-you-make-me-feel.webp,1600,900,0.067,assets/legacy-wordpress-thumbs/2023/05/5608-the-way-you-make-me-feel.webp,640,360,0.017
5562,Prve priče iz 53. škole,prve-price-iz-53-skole,novosti/prve-price-iz-53-skole.html,Novosti,27.04.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/04/zica2_foto-marina.jpg?w=810,2023/04/zica2_foto-marina.jpg,1.056,assets/legacy-wordpress-featured/2023/04/5562-prve-price-iz-53-skole.webp,1200,1600,0.311,assets/legacy-wordpress-thumbs/2023/04/5562-prve-price-iz-53-skole.webp,480,640,0.041
5552,Rescuing the Depth,rescuing-the-depth,novosti/rescuing-the-depth.html,Novosti,07.04.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/04/rescuing-the-depth-2.jpg,2023/04/rescuing-the-depth-2.jpg,0.735,assets/legacy-wordpress-featured/2023/04/5552-rescuing-the-depth.webp,1600,840,0.083,assets/legacy-wordpress-thumbs/2023/04/5552-rescuing-the-depth.webp,640,336,0.024
5524,Čišćenje jame u Permanima,ciscenje-jame-u-permanima,novosti/ciscenje-jame-u-permanima.html,Novosti,27.03.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/03/cp1.jpg?w=1080,2023/03/cp1.jpg,0.571,assets/legacy-wordpress-featured/2023/03/5524-ciscenje-jame-u-permanima.webp,1600,900,0.421,assets/legacy-wordpress-thumbs/2023/03/5524-ciscenje-jame-u-permanima.webp,640,360,0.058
5486,2021.-,2021,novosti/2021.html,Povijest od 1971.,18.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/51-zss.jpg?w=1080,2023/02/51-zss.jpg,1.162,assets/legacy-wordpress-featured/2023/02/5486-2021.webp,1600,1066,0.539,assets/legacy-wordpress-thumbs/2023/02/5486-2021.webp,640,426,0.082
5434,2011.-2020.,2011-2020,novosti/2011-2020.html,Povijest od 1971.,18.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/42-zss.jpg?w=960,2023/02/42-zss.jpg,0.181,assets/legacy-wordpress-featured/2023/02/5434-2011-2020.webp,960,720,0.172,assets/legacy-wordpress-thumbs/2023/02/5434-2011-2020.webp,640,480,0.074
5407,2001.-2010.,2001-2010,novosti/2001-2010.html,Povijest od 1971.,18.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/skola2010-2.jpg?w=400,2023/02/skola2010-2.jpg,0.067,assets/legacy-wordpress-featured/2023/02/5407-2001-2010.webp,400,385,0.045,assets/legacy-wordpress-thumbs/2023/02/5407-2001-2010.webp,400,385,0.036
5387,1991.-2000.,1991-2000,novosti/1991-2000.html,Povijest od 1971.,18.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/1990.jpg?w=1080,2023/02/1990.jpg,0.078,assets/legacy-wordpress-featured/2023/02/5387-1991-2000.webp,1096,566,0.062,assets/legacy-wordpress-thumbs/2023/02/5387-1991-2000.webp,640,330,0.026
5374,1981.-1990.,1981-1990,novosti/1981-1990.html,Povijest od 1971.,16.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/spe.skola-84.jpg?w=1080,2023/02/spe.skola-84.jpg,0.187,assets/legacy-wordpress-featured/2023/02/5374-1981-1990.webp,1173,768,0.154,assets/legacy-wordpress-thumbs/2023/02/5374-1981-1990.webp,640,419,0.056
5343,1971. - 1980.,1971-1980,novosti/1971-1980.html,Povijest od 1971.,16.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/f-3.jpg?w=1080,2023/02/f-3.jpg,1.138,assets/legacy-wordpress-featured/2023/02/5343-1971-1980.webp,1600,1177,0.359,assets/legacy-wordpress-thumbs/2023/02/5343-1971-1980.webp,640,470,0.073
5256,Prijave za 53. speleološku školu,otvorene-prijave-za-speleolosku-skolu,novosti/otvorene-prijave-za-speleolosku-skolu.html,Novosti,15.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/program-53.speleoskole.jpg?w=1080,2023/02/program-53.speleoskole.jpg,0.142,assets/legacy-wordpress-featured/2023/02/5256-otvorene-prijave-za-speleolosku-skolu.webp,1277,883,0.093,assets/legacy-wordpress-thumbs/2023/02/5256-otvorene-prijave-za-speleolosku-skolu.webp,640,442,0.026
5247,Česta pitanja u vezi speleo škole,cesta-pitanja-u-vezi-speleo-skole,novosti/cesta-pitanja-u-vezi-speleo-skole.html,Novosti,14.02.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/02/sto-mi-treba.jpg?w=1080,2023/02/sto-mi-treba.jpg,0.1,assets/legacy-wordpress-featured/2023/02/5247-cesta-pitanja-u-vezi-speleo-skole.webp,1600,361,0.013,assets/legacy-wordpress-thumbs/2023/02/5247-cesta-pitanja-u-vezi-speleo-skole.webp,640,144,0.004
5183,SPELEON - centar podzemne baštine,speleon-centar-podzemne-bastine,novosti/speleon-centar-podzemne-bastine.html,Novosti,21.01.2023.,https://sovelebit.wordpress.com/wp-content/uploads/2023/01/speleon8.jpg?w=1080,2023/01/speleon8.jpg,0.408,assets/legacy-wordpress-featured/2023/01/5183-speleon-centar-podzemne-bastine.webp,1600,1066,0.268,assets/legacy-wordpress-thumbs/2023/01/5183-speleon-centar-podzemne-bastine.webp,640,426,0.037
5116,Bila je gužva,bila-je-guzva,novosti/bila-je-guzva.html,Novosti,22.12.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/12/tulum-1.jpg?w=484,2022/12/tulum-1.jpg,2.304,assets/legacy-wordpress-featured/2022/12/5116-bila-je-guzva.webp,717,1600,0.196,assets/legacy-wordpress-thumbs/2022/12/5116-bila-je-guzva.webp,286,640,0.037
5103,Djeci su izmamili osmijeh na lice!,mrazovi-nad-klaicevom-part-2-22,novosti/mrazovi-nad-klaicevom-part-2-22.html,Novosti,22.12.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/12/penjanje1.jpg?w=1080,2022/12/penjanje1.jpg,0.89,assets/legacy-wordpress-featured/2022/12/5103-mrazovi-nad-klaicevom-part-2-22.webp,1320,768,0.119,assets/legacy-wordpress-thumbs/2022/12/5103-mrazovi-nad-klaicevom-part-2-22.webp,640,372,0.031
5093,"Ne budi Grinch, dođi na promociju i tulum",ne-budi-grinch-dodi-na-promociju-i-tulum,novosti/ne-budi-grinch-dodi-na-promociju-i-tulum.html,Novosti,19.12.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/12/20221219_124837.jpg?w=484,2022/12/20221219_124837.jpg,2.468,assets/legacy-wordpress-featured/2022/12/5093-ne-budi-grinch-dodi-na-promociju-i-tulum.webp,717,1600,0.159,assets/legacy-wordpress-thumbs/2022/12/5093-ne-budi-grinch-dodi-na-promociju-i-tulum.webp,286,640,0.027
5085,Božićni tulum i promocija novog Velebitena!,bozicni-tulum-i-promocija-novog-velebitena,novosti/bozicni-tulum-i-promocija-novog-velebitena.html,Novosti,15.12.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/12/pozivnica_tulum-i-promocija.jpg?w=1080,2022/12/pozivnica_tulum-i-promocija.jpg,1.701,assets/legacy-wordpress-featured/2022/12/5085-bozicni-tulum-i-promocija-novog-velebitena.webp,1600,1112,0.158,assets/legacy-wordpress-thumbs/2022/12/5085-bozicni-tulum-i-promocija-novog-velebitena.webp,640,444,0.043
5059,Novi Velebiten!,novi-velebiten-3,novosti/novi-velebiten-3.html,Novosti,03.12.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/12/ivor-jankovic_jpgrg-1.jpg,2022/12/ivor-jankovic_jpgrg-1.jpg,0.119,assets/legacy-wordpress-featured/2022/12/5059-novi-velebiten-3.webp,378,504,0.02,assets/legacy-wordpress-thumbs/2022/12/5059-novi-velebiten-3.webp,378,504,0.016
5023,Odsječka akcija čišćenja podzemlja,odsjecka-akcija-ciscenja-podzemlja,novosti/odsjecka-akcija-ciscenja-podzemlja.html,Novosti,01.10.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/10/1-smece-iz-vrtace.jpg?w=1080,2022/10/1-smece-iz-vrtace.jpg,0.816,assets/legacy-wordpress-featured/2022/10/5023-odsjecka-akcija-ciscenja-podzemlja.webp,1600,1066,0.292,assets/legacy-wordpress-thumbs/2022/10/5023-odsjecka-akcija-ciscenja-podzemlja.webp,640,426,0.067
5010,U sjećanje: Darko Cucančić - Cuco,u-sjecanje-darko-cucancic-cuco,novosti/u-sjecanje-darko-cucancic-cuco.html,Novosti,03.09.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/09/cuc-i-sep-ispred-ulaza-u-panjkov-ponor-1983..jpg?w=708,2022/09/cuc-i-sep-ispred-ulaza-u-panjkov-ponor-1983..jpg,0.283,assets/legacy-wordpress-featured/2022/09/5010-u-sjecanje-darko-cucancic-cuco.webp,837,1277,0.074,assets/legacy-wordpress-thumbs/2022/09/5010-u-sjecanje-darko-cucancic-cuco.webp,419,640,0.024
4981,"Lipanjska ekspedicija ""Nedam 2022"" - izvještaj",lipanjska-ekspedicija-nedam-2022-izvjestaj,novosti/lipanjska-ekspedicija-nedam-2022-izvjestaj.html,Istraživanja,22.08.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/08/nedam-lipanj-7_nova-najdublja-tocka-jame-nedam.jpg?w=1080,2022/08/nedam-lipanj-7_nova-najdublja-tocka-jame-nedam.jpg,0.295,assets/legacy-wordpress-featured/2022/08/4981-lipanjska-ekspedicija-nedam-2022-izvjestaj.webp,1600,1200,0.16,assets/legacy-wordpress-thumbs/2022/08/4981-lipanjska-ekspedicija-nedam-2022-izvjestaj.webp,640,480,0.031
4964,Napustio nas je Cuco,napustio-nas-je-cuco,novosti/napustio-nas-je-cuco.html,Novosti,19.07.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/07/mg_1558-1.jpg?w=873,2022/07/mg_1558-1.jpg,0.075,assets/legacy-wordpress-featured/2022/07/4964-napustio-nas-je-cuco.webp,873,582,0.042,assets/legacy-wordpress-thumbs/2022/07/4964-napustio-nas-je-cuco.webp,640,426,0.016
4951,"SPELEOLOŠKA EKSPEDICIJA ""NEDAM 2022""",speleoloska-ekspedicija-nedam-2022,novosti/speleoloska-ekspedicija-nedam-2022.html,Novosti,24.06.2022.,https://sovelebit.wordpress.com/wp-content/uploads/2022/06/fuel-exchange_photo-by-efrosina-hristova.jpg?w=1080,2022/06/fuel-exchange_photo-by-efrosina-hristova.jpg,1.165,assets/legacy-wordpress-featured/2022/06/4951-speleoloska-ekspedicija-nedam-2022.webp,1600,1591,0.613,assets/legacy-wordpress-thumbs/2022/06/4951-speleoloska-ekspedicija-nedam-2022.webp,640,636,0.099
